Product_ID,Country,Category,Item_Name,Price_Local,Currency,Technical_Specs,Internal_Notes
GE-W-3922,Germany,TV & Display,LED TV 55 inch,444.4,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",VIP margin 25% | Global Sourcing Co | Backorder until 02/15
GH-X-3923,Ghana,Home Appliances,Electric Fan Tower,646.82,GHS,"Oscillating, 3 speeds, remote, timer",Backorder until 02/15 | Africa Direct Trading | VIP margin 25%
CD-Y-3924,Côte d'Ivoire,Audio,Wireless Bluetooth Earbuds,20780.75,XOF,"ANC, 24h battery, IPX5, USB-C",EuroTech Suppliers | Stock in WH3 Berlin | VIP margin 25%
CA-Z-3925,Canada,Audio,Wireless Bluetooth Earbuds,53.73,CAD,"ANC, 24h battery, IPX5, USB-C",Margin 22% | Acme Electronics Ltd | Fulfilled from NL depot
GH-A-3926,Ghana,Computing,Webcam HD Pro,704.9,GHS,"1080p 60fps, built-in mic, auto-focus",Nordic Wholesale | Promo margin 12% | Fulfilled from NL depot
US-B-3927,United States,Solar & Power,Solar Inverter TS-9000-X,1186.65,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Margin 22% | Africa Direct Trading | Backorder until 02/15
GE-C-3928,Germany,Personal Care,Electric Toothbrush,43.09,EUR,"Sonic, 3 modes, 2-week battery",Low stock alert | Target margin 18% | Global Sourcing Co
NI-D-3929,Nigeria,TV & Display,LED TV 55 inch,664501.82,NGN,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Low stock alert | Acme Electronics Ltd | Target margin 18%
KE-E-3930,Kenya,Home Appliances,Electric Fan Tower,6709.55,KES,"Oscillating, 3 speeds, remote, timer",VIP margin 25% | Fulfilled from NL depot | Nordic Wholesale
FR-F-3931,France,Computing,Webcam HD Pro,55.31,EUR,"1080p 60fps, built-in mic, auto-focus",Bulk discount applies 15% | Fulfilled from NL depot | Acme Electronics Ltd
CD-G-3932,Côte d'Ivoire,TV & Display,LED TV 55 inch,266576.72,XOF,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Promo margin 12% | Backorder until 02/15 | Global Sourcing Co
GE-H-3933,Germany,Power & Batteries,Portable Power Bank 20K,24.4,EUR,"20000mAh, dual USB, 18W PD",Fulfilled from NL depot | Bulk discount applies 15% | Pacific Imports Inc
NI-I-3934,Nigeria,Computing,Webcam HD Pro,87837.63,NGN,"1080p 60fps, built-in mic, auto-focus",Nordic Wholesale | Bulk discount applies 15% | Stock in WH3 Berlin
NI-J-3935,Nigeria,Wearables,Fitness Tracker Band,51278.37,NGN,"Steps, sleep, HR, 14-day battery",Bulk discount applies 15% | Global Sourcing Co | Stock in WH3 Berlin
FR-K-3936,France,Computing,Webcam HD Pro,53.06,EUR,"1080p 60fps, built-in mic, auto-focus",Target margin 18% | EuroTech Suppliers | Fulfilled from NL depot
SA-L-3937,South Africa,Power & Batteries,Portable Power Bank 20K,445.88,ZAR,"20000mAh, dual USB, 18W PD",VIP margin 25% | EuroTech Suppliers | Stock in WH3 Berlin
UK-M-3938,United Kingdom,Lighting,LED Desk Lamp,23.37,GBP,"Dimmable, USB port, 5 brightness levels",Fulfilled from NL depot | Promo margin 12% | Africa Direct Trading
NE-N-3939,Netherlands,Home Appliances,Air Purifier Compact,92.21,EUR,"HEPA H13, 3 speeds, 25m² coverage",Global Sourcing Co | Bulk discount applies 15% | Backorder until 02/15
GE-O-3940,Germany,Home Appliances,Air Purifier Compact,91.7,EUR,"HEPA H13, 3 speeds, 25m² coverage",Promo margin 12% | Stock in WH3 Berlin | Global Sourcing Co
GE-P-3941,Germany,Computing,"Tablet 10""",185.17,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Fulfilled from NL depot | Margin 22% | Acme Electronics Ltd
KE-Q-3942,Kenya,Computing,Mechanical Keyboard,10279.94,KES,"Cherry MX, RGB, wired, UK layout",Target margin 18% | Low stock alert | Global Sourcing Co
NE-R-3943,Netherlands,Power & Batteries,Portable Power Bank 20K,23.9,EUR,"20000mAh, dual USB, 18W PD",Africa Direct Trading | Low stock alert | Bulk discount applies 15%
CA-S-3944,Canada,Home Appliances,Electric Fan Tower,77.36,CAD,"Oscillating, 3 speeds, remote, timer",Nordic Wholesale | Promo margin 12% | Stock in WH3 Berlin
KE-T-3945,Kenya,TV & Display,LED TV 55 inch,63406.85,KES,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Warehouse A-12 | Pacific Imports Inc | VIP margin 25%
GE-U-3946,Germany,Personal Care,Electric Toothbrush,37.3,EUR,"Sonic, 3 modes, 2-week battery",Fulfilled from NL depot | Margin 22% | Acme Electronics Ltd
NE-V-3947,Netherlands,Computing,Webcam HD Pro,56.19,EUR,"1080p 60fps, built-in mic, auto-focus",Margin 22% | Nordic Wholesale | Fulfilled from NL depot
CD-W-3948,Côte d'Ivoire,Wearables,Smart Watch Sport,52886.24,XOF,"GPS, heart rate, 5ATM, 7-day battery",Stock in WH3 Berlin | Africa Direct Trading | VIP margin 25%
US-X-3949,United States,Kitchen Appliances,Smart Kettle Pro,43.72,USD,"1.7L, 3000W, boil-dry protection, LED display",VIP margin 25% | Pacific Imports Inc | Backorder until 02/15
US-Y-3950,United States,Audio,Bluetooth Speaker,51.98,USD,"20W, waterproof IPX7, 15h playback",Margin 22% | Nordic Wholesale | Warehouse A-12
KE-Z-3951,Kenya,TV & Display,LED TV 55 inch,56025.34,KES,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Pacific Imports Inc | Backorder until 02/15 | VIP margin 25%
GE-A-3952,Germany,Kitchen Appliances,Coffee Maker Drip,37.93,EUR,"12-cup, programmable, thermal carafe",Stock in WH3 Berlin | Margin 22% | Africa Direct Trading
GE-B-3953,Germany,Lighting,LED Desk Lamp,28.35,EUR,"Dimmable, USB port, 5 brightness levels",Warehouse A-12 | Margin 22% | Africa Direct Trading
FR-C-3954,France,Lighting,LED Desk Lamp,26.3,EUR,"Dimmable, USB port, 5 brightness levels",Backorder until 02/15 | EuroTech Suppliers | Target margin 18%
NE-D-3955,Netherlands,Kitchen Appliances,Smart Kettle Pro,40.55,EUR,"1.7L, 3000W, boil-dry protection, LED display",Global Sourcing Co | Bulk discount applies 15% | Backorder until 02/15
SA-E-3956,South Africa,Kitchen Appliances,Coffee Maker Drip,665.78,ZAR,"12-cup, programmable, thermal carafe",Nordic Wholesale | Low stock alert | VIP margin 25%
GE-F-3957,Germany,TV & Display,LED TV 55 inch,464.37,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Backorder until 02/15 | Target margin 18% | Pacific Imports Inc
UK-G-3958,United Kingdom,Home Appliances,Electric Fan Tower,39.44,GBP,"Oscillating, 3 speeds, remote, timer",EuroTech Suppliers | Bulk discount applies 15% | Warehouse A-12
NI-H-3959,Nigeria,Solar & Power,Solar Inverter TS-9000-X,1967932.61,NGN,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Global Sourcing Co | Bulk discount applies 15% | Low stock alert
KE-I-3960,Kenya,Personal Care,Electric Toothbrush,5499.75,KES,"Sonic, 3 modes, 2-week battery",Bulk discount applies 15% | Warehouse A-12 | Nordic Wholesale
UK-J-3961,United Kingdom,Wearables,Smart Watch Sport,70.13,GBP,"GPS, heart rate, 5ATM, 7-day battery",Backorder until 02/15 | Africa Direct Trading | Promo margin 12%
CD-K-3962,Côte d'Ivoire,Audio,Wireless Bluetooth Earbuds,20660.51,XOF,"ANC, 24h battery, IPX5, USB-C",Margin 22% | Nordic Wholesale | Stock in WH3 Berlin
FR-L-3963,France,Personal Care,Electric Toothbrush,42.75,EUR,"Sonic, 3 modes, 2-week battery",Africa Direct Trading | Bulk discount applies 15% | Warehouse A-12
FR-M-3964,France,TV & Display,LED TV 55 inch,441.96,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Backorder until 02/15 | Margin 22% | Africa Direct Trading
NE-N-3965,Netherlands,Wearables,Fitness Tracker Band,28.02,EUR,"Steps, sleep, HR, 14-day battery",Target margin 18% | Nordic Wholesale | Fulfilled from NL depot
NI-O-3966,Nigeria,Power & Batteries,Portable Power Bank 20K,44378.77,NGN,"20000mAh, dual USB, 18W PD",Low stock alert | Margin 22% | Africa Direct Trading
SA-P-3967,South Africa,Wearables,Fitness Tracker Band,518.04,ZAR,"Steps, sleep, HR, 14-day battery",Pacific Imports Inc | Margin 22% | Fulfilled from NL depot
SA-Q-3968,South Africa,Home Appliances,Air Purifier Compact,1964.99,ZAR,"HEPA H13, 3 speeds, 25m² coverage",Margin 22% | Acme Electronics Ltd | Backorder until 02/15
SA-R-3969,South Africa,Audio,Bluetooth Speaker,979.58,ZAR,"20W, waterproof IPX7, 15h playback",Backorder until 02/15 | Target margin 18% | Nordic Wholesale
CA-S-3970,Canada,Kitchen Appliances,Smart Kettle Pro,64.8,CAD,"1.7L, 3000W, boil-dry protection, LED display",Stock in WH3 Berlin | Global Sourcing Co | Promo margin 12%
NE-T-3971,Netherlands,Power & Batteries,Portable Power Bank 20K,22.54,EUR,"20000mAh, dual USB, 18W PD",Fulfilled from NL depot | Target margin 18% | Nordic Wholesale
FR-U-3972,France,Audio,Wireless Bluetooth Earbuds,33.42,EUR,"ANC, 24h battery, IPX5, USB-C",VIP margin 25% | Africa Direct Trading | Fulfilled from NL depot
CD-V-3973,Côte d'Ivoire,Wearables,Fitness Tracker Band,17469.4,XOF,"Steps, sleep, HR, 14-day battery",Warehouse A-12 | Margin 22% | EuroTech Suppliers
UK-W-3974,United Kingdom,Home Appliances,Electric Fan Tower,43.91,GBP,"Oscillating, 3 speeds, remote, timer",Stock in WH3 Berlin | Target margin 18% | EuroTech Suppliers
NI-X-3975,Nigeria,Personal Care,Electric Toothbrush,67662.21,NGN,"Sonic, 3 modes, 2-week battery",Warehouse A-12 | Global Sourcing Co | Promo margin 12%
FR-Y-3976,France,Home Appliances,Air Purifier Compact,90.27,EUR,"HEPA H13, 3 speeds, 25m² coverage",Fulfilled from NL depot | Pacific Imports Inc | Promo margin 12%
NE-Z-3977,Netherlands,Home Appliances,Electric Fan Tower,47.3,EUR,"Oscillating, 3 speeds, remote, timer",Bulk discount applies 15% | Africa Direct Trading | Fulfilled from NL depot
NI-A-3978,Nigeria,Home Appliances,Air Purifier Compact,151134.85,NGN,"HEPA H13, 3 speeds, 25m² coverage",Fulfilled from NL depot | Africa Direct Trading | Margin 22%
GH-B-3979,Ghana,Computing,Webcam HD Pro,755.94,GHS,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | VIP margin 25% | Africa Direct Trading
FR-C-3980,France,Solar & Power,Solar Inverter TS-9000-X,1142.45,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Global Sourcing Co | Stock in WH3 Berlin | Promo margin 12%
KE-D-3981,Kenya,TV & Display,LED TV 55 inch,59222.09,KES,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",EuroTech Suppliers | Stock in WH3 Berlin | VIP margin 25%
SA-E-3982,South Africa,TV & Display,LED TV 55 inch,7858.26,ZAR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Nordic Wholesale | Margin 22% | Warehouse A-12
SA-F-3983,South Africa,Personal Care,Electric Toothbrush,799.09,ZAR,"Sonic, 3 modes, 2-week battery",Low stock alert | Promo margin 12% | Nordic Wholesale
UK-G-3984,United Kingdom,Personal Care,Electric Toothbrush,33.36,GBP,"Sonic, 3 modes, 2-week battery",Global Sourcing Co | Margin 22% | Stock in WH3 Berlin
NI-H-3985,Nigeria,Kitchen Appliances,Coffee Maker Drip,64038.28,NGN,"12-cup, programmable, thermal carafe",Target margin 18% | Nordic Wholesale | Fulfilled from NL depot
NI-I-3986,Nigeria,Computing,Webcam HD Pro,91656.27,NGN,"1080p 60fps, built-in mic, auto-focus",Promo margin 12% | Nordic Wholesale | Low stock alert
US-J-3987,United States,Kitchen Appliances,Coffee Maker Drip,41.56,USD,"12-cup, programmable, thermal carafe",Acme Electronics Ltd | Margin 22% | Backorder until 02/15
CD-K-3988,Côte d'Ivoire,Kitchen Appliances,Smart Kettle Pro,28804.17,XOF,"1.7L, 3000W, boil-dry protection, LED display",EuroTech Suppliers | Promo margin 12% | Low stock alert
CD-L-3989,Côte d'Ivoire,Computing,Webcam HD Pro,31502.91,XOF,"1080p 60fps, built-in mic, auto-focus",Warehouse A-12 | Global Sourcing Co | VIP margin 25%
CD-M-3990,Côte d'Ivoire,Computing,Webcam HD Pro,36822.78,XOF,"1080p 60fps, built-in mic, auto-focus",VIP margin 25% | Warehouse A-12 | Global Sourcing Co
NE-N-3991,Netherlands,Audio,Bluetooth Speaker,49.53,EUR,"20W, waterproof IPX7, 15h playback",Warehouse A-12 | Acme Electronics Ltd | Target margin 18%
CA-O-3992,Canada,Solar & Power,Solar Inverter TS-9000-X,1662.64,CAD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Fulfilled from NL depot | EuroTech Suppliers | VIP margin 25%
KE-P-3993,Kenya,Computing,Mechanical Keyboard,9281.79,KES,"Cherry MX, RGB, wired, UK layout",Backorder until 02/15 | Nordic Wholesale | Promo margin 12%
US-Q-3994,United States,Computing,Mechanical Keyboard,82.15,USD,"Cherry MX, RGB, wired, UK layout",Bulk discount applies 15% | Global Sourcing Co | Fulfilled from NL depot
GH-R-3995,Ghana,Power & Batteries,Portable Power Bank 20K,354.61,GHS,"20000mAh, dual USB, 18W PD",Warehouse A-12 | Promo margin 12% | Global Sourcing Co
FR-S-3996,France,Wearables,Fitness Tracker Band,27.96,EUR,"Steps, sleep, HR, 14-day battery",EuroTech Suppliers | Promo margin 12% | Fulfilled from NL depot
GE-T-3997,Germany,Wearables,Fitness Tracker Band,29.02,EUR,"Steps, sleep, HR, 14-day battery",Global Sourcing Co | Margin 22% | Stock in WH3 Berlin
KE-U-3998,Kenya,Power & Batteries,Portable Power Bank 20K,3493.82,KES,"20000mAh, dual USB, 18W PD",Fulfilled from NL depot | Target margin 18% | Africa Direct Trading
UK-V-3999,United Kingdom,Computing,Mechanical Keyboard,65.68,GBP,"Cherry MX, RGB, wired, UK layout",Low stock alert | Acme Electronics Ltd | Margin 22%
NE-W-4000,Netherlands,Home Appliances,Electric Fan Tower,50.29,EUR,"Oscillating, 3 speeds, remote, timer",Low stock alert | EuroTech Suppliers | Margin 22%
KE-X-4001,Kenya,Audio,Bluetooth Speaker,6433.72,KES,"20W, waterproof IPX7, 15h playback",Nordic Wholesale | Promo margin 12% | Backorder until 02/15
UK-Y-4002,United Kingdom,Solar & Power,Solar Inverter TS-9000-X,1076.94,GBP,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",EuroTech Suppliers | Promo margin 12% | Fulfilled from NL depot
GH-Z-4003,Ghana,Lighting,LED Desk Lamp,388.69,GHS,"Dimmable, USB port, 5 brightness levels",Backorder until 02/15 | Promo margin 12% | Global Sourcing Co
NI-A-4004,Nigeria,Audio,Bluetooth Speaker,85129.86,NGN,"20W, waterproof IPX7, 15h playback",Margin 22% | Pacific Imports Inc | Warehouse A-12
NE-B-4005,Netherlands,Lighting,LED Desk Lamp,27.98,EUR,"Dimmable, USB port, 5 brightness levels",Stock in WH3 Berlin | Nordic Wholesale | Target margin 18%
KE-C-4006,Kenya,Home Appliances,Air Purifier Compact,12042.22,KES,"HEPA H13, 3 speeds, 25m² coverage",Backorder until 02/15 | Acme Electronics Ltd | Promo margin 12%
GH-D-4007,Ghana,Solar & Power,Solar Inverter TS-9000-X,14263.14,GHS,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Acme Electronics Ltd | Bulk discount applies 15% | Backorder until 02/15
SA-E-4008,South Africa,Audio,Bluetooth Speaker,863.43,ZAR,"20W, waterproof IPX7, 15h playback",Target margin 18% | Africa Direct Trading | Warehouse A-12
CD-F-4009,Côte d'Ivoire,Audio,Bluetooth Speaker,32365.24,XOF,"20W, waterproof IPX7, 15h playback",Stock in WH3 Berlin | Nordic Wholesale | VIP margin 25%
US-G-4010,United States,Computing,"Tablet 10""",201.66,USD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Margin 22% | Global Sourcing Co | Warehouse A-12
SA-H-4011,South Africa,TV & Display,LED TV 55 inch,8182.15,ZAR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",VIP margin 25% | Global Sourcing Co | Stock in WH3 Berlin
NI-I-4012,Nigeria,Power & Batteries,Portable Power Bank 20K,42912.64,NGN,"20000mAh, dual USB, 18W PD",EuroTech Suppliers | VIP margin 25% | Fulfilled from NL depot
CA-J-4013,Canada,Computing,"Tablet 10""",303.33,CAD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",VIP margin 25% | Acme Electronics Ltd | Low stock alert
CA-K-4014,Canada,Solar & Power,Solar Inverter TS-9000-X,1726.57,CAD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Pacific Imports Inc | Backorder until 02/15 | Margin 22%
NE-L-4015,Netherlands,Computing,Mechanical Keyboard,70.8,EUR,"Cherry MX, RGB, wired, UK layout",VIP margin 25% | EuroTech Suppliers | Low stock alert
GE-M-4016,Germany,Computing,"Tablet 10""",201.05,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Target margin 18% | Low stock alert | Africa Direct Trading
KE-N-4017,Kenya,Computing,Mechanical Keyboard,10768.18,KES,"Cherry MX, RGB, wired, UK layout",Low stock alert | Target margin 18% | Pacific Imports Inc
CA-O-4018,Canada,Kitchen Appliances,Smart Kettle Pro,66.84,CAD,"1.7L, 3000W, boil-dry protection, LED display",Backorder until 02/15 | Promo margin 12% | Global Sourcing Co
UK-P-4019,United Kingdom,Power & Batteries,Portable Power Bank 20K,18.96,GBP,"20000mAh, dual USB, 18W PD",VIP margin 25% | Warehouse A-12 | Global Sourcing Co
US-Q-4020,United States,Computing,"Tablet 10""",222.11,USD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Pacific Imports Inc | Warehouse A-12 | Bulk discount applies 15%
GH-R-4021,Ghana,Kitchen Appliances,Coffee Maker Drip,523.28,GHS,"12-cup, programmable, thermal carafe",Nordic Wholesale | Low stock alert | Bulk discount applies 15%
SA-S-4022,South Africa,Computing,Webcam HD Pro,1075.16,ZAR,"1080p 60fps, built-in mic, auto-focus",Stock in WH3 Berlin | VIP margin 25% | Global Sourcing Co
NE-T-4023,Netherlands,Kitchen Appliances,Coffee Maker Drip,37.99,EUR,"12-cup, programmable, thermal carafe",Stock in WH3 Berlin | Promo margin 12% | Pacific Imports Inc
GE-U-4024,Germany,Audio,Wireless Bluetooth Earbuds,35.17,EUR,"ANC, 24h battery, IPX5, USB-C",Pacific Imports Inc | Warehouse A-12 | Bulk discount applies 15%
NE-V-4025,Netherlands,Personal Care,Electric Toothbrush,38.17,EUR,"Sonic, 3 modes, 2-week battery",Backorder until 02/15 | Nordic Wholesale | Promo margin 12%
FR-W-4026,France,Power & Batteries,Portable Power Bank 20K,26.33,EUR,"20000mAh, dual USB, 18W PD",Margin 22% | EuroTech Suppliers | Stock in WH3 Berlin
SA-X-4027,South Africa,Audio,Bluetooth Speaker,908.03,ZAR,"20W, waterproof IPX7, 15h playback",VIP margin 25% | Low stock alert | Global Sourcing Co
GE-Y-4028,Germany,Wearables,Fitness Tracker Band,27.82,EUR,"Steps, sleep, HR, 14-day battery",Promo margin 12% | Nordic Wholesale | Stock in WH3 Berlin
SA-Z-4029,South Africa,Audio,Wireless Bluetooth Earbuds,653.28,ZAR,"ANC, 24h battery, IPX5, USB-C",VIP margin 25% | Africa Direct Trading | Low stock alert
NE-A-4030,Netherlands,Computing,"Tablet 10""",191.16,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Margin 22% | Low stock alert | Nordic Wholesale
FR-B-4031,France,Audio,Wireless Bluetooth Earbuds,33.86,EUR,"ANC, 24h battery, IPX5, USB-C",Nordic Wholesale | Warehouse A-12 | Target margin 18%
CA-C-4032,Canada,Power & Batteries,Portable Power Bank 20K,33.41,CAD,"20000mAh, dual USB, 18W PD",VIP margin 25% | EuroTech Suppliers | Backorder until 02/15
KE-D-4033,Kenya,Power & Batteries,Portable Power Bank 20K,3461.73,KES,"20000mAh, dual USB, 18W PD",Global Sourcing Co | Low stock alert | Target margin 18%
US-E-4034,United States,Wearables,Smart Watch Sport,97.1,USD,"GPS, heart rate, 5ATM, 7-day battery",Promo margin 12% | Africa Direct Trading | Low stock alert
US-F-4035,United States,Computing,Mechanical Keyboard,74.35,USD,"Cherry MX, RGB, wired, UK layout",Target margin 18% | Africa Direct Trading | Stock in WH3 Berlin
FR-G-4036,France,Personal Care,Electric Toothbrush,39.64,EUR,"Sonic, 3 modes, 2-week battery",Target margin 18% | Global Sourcing Co | Stock in WH3 Berlin
US-H-4037,United States,Kitchen Appliances,Coffee Maker Drip,37.34,USD,"12-cup, programmable, thermal carafe",Promo margin 12% | Warehouse A-12 | Global Sourcing Co
CD-I-4038,Côte d'Ivoire,Kitchen Appliances,Smart Kettle Pro,29961.83,XOF,"1.7L, 3000W, boil-dry protection, LED display",Global Sourcing Co | Promo margin 12% | Warehouse A-12
GE-J-4039,Germany,Kitchen Appliances,Coffee Maker Drip,34.0,EUR,"12-cup, programmable, thermal carafe",Stock in WH3 Berlin | Acme Electronics Ltd | Bulk discount applies 15%
CD-K-4040,Côte d'Ivoire,Wearables,Fitness Tracker Band,18926.34,XOF,"Steps, sleep, HR, 14-day battery",Warehouse A-12 | Bulk discount applies 15% | Acme Electronics Ltd
NE-L-4041,Netherlands,Wearables,Fitness Tracker Band,28.22,EUR,"Steps, sleep, HR, 14-day battery",Stock in WH3 Berlin | Pacific Imports Inc | VIP margin 25%
CD-M-4042,Côte d'Ivoire,Home Appliances,Air Purifier Compact,57928.64,XOF,"HEPA H13, 3 speeds, 25m² coverage",EuroTech Suppliers | Margin 22% | Backorder until 02/15
CD-N-4043,Côte d'Ivoire,Audio,Bluetooth Speaker,32199.4,XOF,"20W, waterproof IPX7, 15h playback",Nordic Wholesale | Stock in WH3 Berlin | VIP margin 25%
US-O-4044,United States,Computing,"Tablet 10""",214.9,USD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Fulfilled from NL depot | Africa Direct Trading | Bulk discount applies 15%
NI-P-4045,Nigeria,TV & Display,LED TV 55 inch,665672.88,NGN,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Africa Direct Trading | Low stock alert | VIP margin 25%
NE-Q-4046,Netherlands,Wearables,Fitness Tracker Band,27.73,EUR,"Steps, sleep, HR, 14-day battery",Nordic Wholesale | Warehouse A-12 | Promo margin 12%
US-R-4047,United States,Home Appliances,Electric Fan Tower,53.36,USD,"Oscillating, 3 speeds, remote, timer",Stock in WH3 Berlin | Nordic Wholesale | Bulk discount applies 15%
US-S-4048,United States,Lighting,LED Desk Lamp,26.69,USD,"Dimmable, USB port, 5 brightness levels",Bulk discount applies 15% | Low stock alert | Pacific Imports Inc
NE-T-4049,Netherlands,Wearables,Fitness Tracker Band,29.03,EUR,"Steps, sleep, HR, 14-day battery",Margin 22% | Low stock alert | Global Sourcing Co
SA-U-4050,South Africa,Wearables,Smart Watch Sport,1816.02,ZAR,"GPS, heart rate, 5ATM, 7-day battery",Stock in WH3 Berlin | Global Sourcing Co | Target margin 18%
NE-V-4051,Netherlands,Computing,Mechanical Keyboard,75.86,EUR,"Cherry MX, RGB, wired, UK layout",Stock in WH3 Berlin | VIP margin 25% | Global Sourcing Co
NI-W-4052,Nigeria,Kitchen Appliances,Coffee Maker Drip,58121.55,NGN,"12-cup, programmable, thermal carafe",Target margin 18% | Pacific Imports Inc | Warehouse A-12
CA-X-4053,Canada,Lighting,LED Desk Lamp,40.3,CAD,"Dimmable, USB port, 5 brightness levels",EuroTech Suppliers | Low stock alert | VIP margin 25%
SA-Y-4054,South Africa,Computing,"Tablet 10""",3570.32,ZAR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Backorder until 02/15 | VIP margin 25% | Pacific Imports Inc
GH-Z-4055,Ghana,Kitchen Appliances,Coffee Maker Drip,462.17,GHS,"12-cup, programmable, thermal carafe",Acme Electronics Ltd | Warehouse A-12 | VIP margin 25%
NE-A-4056,Netherlands,Computing,Webcam HD Pro,50.77,EUR,"1080p 60fps, built-in mic, auto-focus",Fulfilled from NL depot | VIP margin 25% | Acme Electronics Ltd
NE-B-4057,Netherlands,Computing,Webcam HD Pro,57.26,EUR,"1080p 60fps, built-in mic, auto-focus",VIP margin 25% | Fulfilled from NL depot | Nordic Wholesale
NI-C-4058,Nigeria,Personal Care,Electric Toothbrush,73735.42,NGN,"Sonic, 3 modes, 2-week battery",EuroTech Suppliers | Margin 22% | Backorder until 02/15
CA-D-4059,Canada,Power & Batteries,Portable Power Bank 20K,38.76,CAD,"20000mAh, dual USB, 18W PD",Acme Electronics Ltd | Margin 22% | Stock in WH3 Berlin
UK-E-4060,United Kingdom,Wearables,Smart Watch Sport,69.02,GBP,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | Target margin 18% | Fulfilled from NL depot
KE-F-4061,Kenya,Lighting,LED Desk Lamp,3922.91,KES,"Dimmable, USB port, 5 brightness levels",Backorder until 02/15 | Bulk discount applies 15% | Global Sourcing Co
CD-G-4062,Côte d'Ivoire,Computing,"Tablet 10""",114293.72,XOF,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Fulfilled from NL depot | Global Sourcing Co | Bulk discount applies 15%
UK-H-4063,United Kingdom,Lighting,LED Desk Lamp,25.12,GBP,"Dimmable, USB port, 5 brightness levels",Warehouse A-12 | Margin 22% | EuroTech Suppliers
CD-I-4064,Côte d'Ivoire,Lighting,LED Desk Lamp,17066.98,XOF,"Dimmable, USB port, 5 brightness levels",Fulfilled from NL depot | Bulk discount applies 15% | Africa Direct Trading
FR-J-4065,France,Audio,Wireless Bluetooth Earbuds,35.47,EUR,"ANC, 24h battery, IPX5, USB-C",Africa Direct Trading | Stock in WH3 Berlin | VIP margin 25%
CA-K-4066,Canada,Personal Care,Electric Toothbrush,59.8,CAD,"Sonic, 3 modes, 2-week battery",Fulfilled from NL depot | Margin 22% | Pacific Imports Inc
CD-L-4067,Côte d'Ivoire,Wearables,Fitness Tracker Band,16803.53,XOF,"Steps, sleep, HR, 14-day battery",Bulk discount applies 15% | Nordic Wholesale | Stock in WH3 Berlin
SA-M-4068,South Africa,Solar & Power,Solar Inverter TS-9000-X,22652.97,ZAR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Global Sourcing Co | Low stock alert | Promo margin 12%
NE-N-4069,Netherlands,Solar & Power,Solar Inverter TS-9000-X,1195.01,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",EuroTech Suppliers | Target margin 18% | Low stock alert
GE-O-4070,Germany,Personal Care,Electric Toothbrush,40.79,EUR,"Sonic, 3 modes, 2-week battery",Global Sourcing Co | Target margin 18% | Warehouse A-12
UK-P-4071,United Kingdom,Kitchen Appliances,Coffee Maker Drip,30.75,GBP,"12-cup, programmable, thermal carafe",Nordic Wholesale | Fulfilled from NL depot | Margin 22%
FR-Q-4072,France,Home Appliances,Air Purifier Compact,97.32,EUR,"HEPA H13, 3 speeds, 25m² coverage",Warehouse A-12 | Acme Electronics Ltd | Bulk discount applies 15%
US-R-4073,United States,Solar & Power,Solar Inverter TS-9000-X,1219.43,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Margin 22% | Acme Electronics Ltd | Low stock alert
CD-S-4074,Côte d'Ivoire,Home Appliances,Electric Fan Tower,30680.31,XOF,"Oscillating, 3 speeds, remote, timer",Low stock alert | Nordic Wholesale | Target margin 18%
